uid,gsdb,manufacturer,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,eihc_take_off,eihc_climb,eihc_approach,eihc_idle,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_take_off,eico_climb,eico_approach,eico_idle,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,einox_take_off,einox_climb,einox_approach,einox_idle,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,nox_total_mass,sn_take_off,sn_climb,sn_approach,sn_idle,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_flow_take_off,fuel_flow_climb,fuel_flow_approach,Fuel Flow Idle (kg/sec),fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,Ambient Baro Min (kPa),Ambient Baro Max (kPa),ambiant_temperature_min,ambiant_temperature_max,ambiant_humidity_min,ambiant_humidity_max,test_organization,test_location,initial_test_date,Final Test Date,fuel_venting_compliant,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8,engine,thrust_take_off,thrust_climb,thrust_approach,thrust_idle
6AL010,6.0,Rolls-Royce Corporation,AE3007A1/1,Type 3 (reduced emissions),MTF,4.77,17.9,34.74,C,Yes,01P06AL029,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.88,,1.0,8.08,,,,12.44,63.5,280.0,0.74,0.55,6.8,40.07,3.0,1.0,88.9,,,,109.12,92.5,3088.0,16.1,14.01,7.12,4.17,3.0,1.0,38.38,,,,44.49,58.7,73.4,75.4,76.4,81.7,1333.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3805,0.3163,0.1125,0.0459,156.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/1 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,,,,,,,34.74,29.529,10.422,2.4318000000000004
6AL011,6.0,Rolls-Royce Corporation,AE3007A1/3,Type 1,MTF,4.81,17.22,33.05,C,,,DTEPS,Yes,Out of production,,0.233,0.269,0.689,4.64,3.0,2.0,10.8,,,,14.05,71.7,357.0,0.83,1.03,4.21,25.58,3.0,2.0,59.1,,,,67.34,57.1,1954.0,18.55,15.81,6.83,3.39,3.0,2.0,39.93,,,,43.91,59.0,73.7,75.4,76.2,81.2,1319.0,1.0,0.01,0.01,0.01,3.0,2.0,1.0,,,,1.17,3.6,Jet A,1.9,1.9,16.0,20.0,0.3589,0.2999,0.1077,0.0449,151.0,0.0,,0,,,,,,,,Rolls-Royce Corporation,"Indianapolis, Indiana",1994-03-03,1995-04-19,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Results based on Rolls-Royce report EDR 15171B,,,,,,,,33.05,28.092499999999998,9.915,2.3135
6AL012,6.0,Rolls-Royce Corporation,AE3007A1/3,Type 2,MTF,4.81,17.22,33.05,C,,,DTEPS,Yes,Out of production,,0.0,0.0,0.21,5.23,3.0,1.0,11.25,,,,17.33,88.4,372.0,0.0,0.0,1.83,32.4,3.0,1.0,70.08,,,,86.02,72.9,2317.0,21.26,18.62,6.84,3.29,3.0,1.0,44.34,,,,51.4,69.0,86.3,88.2,89.1,95.0,1465.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3589,0.2999,0.1077,0.0449,151.0,0.0,,0,,99.6,99.7,297.0,301.0,0.0115,0.0141,Rolls-Royce Corporation,"Indianapolis, Indiana",2002-08-28,2002-08-29,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/3 engine fitted with PAB fuel nozzles,Results based on Rolls-Royce report EDR 19972,,,,,,,33.05,28.092499999999998,9.915,2.3135
6AL013,6.0,Rolls-Royce Corporation,AE3007A1/3,Type 3 (reduced emissions),MTF,4.81,17.22,33.05,C,Yes,01P06AL030,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.81,3.0,1.0,8.15,,,,12.55,64.0,269.0,0.5,0.5,7.62,38.47,3.0,1.0,88.3,,,,108.38,91.8,2919.0,15.42,13.49,6.93,4.27,3.0,1.0,37.66,,,,43.65,58.6,73.3,74.9,75.7,80.7,1245.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3589,0.2999,0.1077,0.0449,151.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/3 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,33.05,28.092499999999998,9.915,2.3135
6AL014,6.0,Rolls-Royce Corporation,AE3007A1P,Type 1,MTF,4.77,17.9,34.74,C,,,DTEPS,Yes,Out of production,,0.222,0.258,0.658,3.85,3.0,2.0,8.88,,,,11.55,58.9,308.0,0.77,0.97,3.93,23.8,3.0,2.0,53.75,,,,61.24,51.9,1867.0,19.57,16.56,7.07,3.47,3.0,2.0,41.57,,,,45.71,60.3,75.4,77.9,78.5,84.0,1444.0,1.0,0.01,0.01,0.01,3.0,2.0,1.0,,,,1.17,3.7,Jet A,1.9,1.9,16.0,20.0,0.3806,0.3163,0.1126,0.046,157.0,0.0,,0,,,,,,,,Rolls-Royce Corporation,"Indianapolis, Indiana",1994-03-03,1995-04-19,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Results based on Rolls-Royce report EDR 15171B,,,,,,,,34.74,29.529,10.422,2.4318000000000004
6AL015,6.0,Rolls-Royce Corporation,AE3007A1P,Type 2,MTF,4.77,17.9,34.74,C,,,DTEPS,Yes,Out of production,,0.0,0.0,0.19,5.06,3.0,1.0,10.61,,,,16.34,83.4,368.0,0.0,0.0,1.51,32.68,3.0,1.0,68.7,,,,84.33,71.5,2386.0,22.02,19.16,6.89,3.19,3.0,1.0,45.12,,,,52.3,69.0,86.2,88.3,89.8,96.1,1567.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3806,0.3163,0.1126,0.046,157.0,0.0,,0,,99.6,99.7,297.0,301.0,0.0115,0.0141,Rolls-Royce Corporation,"Indianapolis, Indiana",2002-08-28,2002-08-29,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1P engine fitted with PAB fuel nozzles,Results based on Roll-Royce report EDR 19972,,,,,,,34.74,29.529,10.422,2.4318000000000004
6AL016,6.0,Rolls-Royce Corporation,AE3007A1P,Type 3 (reduced emissions),MTF,4.77,17.9,34.74,C,Yes,01P06AL031,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.86,3.0,1.0,8.06,,,,12.41,63.3,280.0,0.74,0.55,6.79,39.97,3.0,1.0,88.88,,,,109.1,92.5,3087.0,16.1,14.01,7.12,4.17,3.0,1.0,38.41,,,,44.52,58.7,73.4,75.2,76.5,81.8,1334.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3806,0.3163,0.1126,0.046,157.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1P engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,34.74,29.529,10.422,2.4318000000000004
10AL026,10.0,Rolls-Royce Corporation,AE3007A2,Type 3 (reduced emissions),MTF,4.79,20.2,42.23,C,Yes,01P10AL033,DTEPS,Yes,Out of production,,0.0,0.0,0.0,1.71,3.0,1.0,3.45,,,,5.32,27.12,146.0,0.71,0.74,4.08,34.17,3.0,1.0,73.29,,,,89.96,76.24,3095.0,18.61,15.99,7.9,4.39,3.0,1.0,43.03,,,,49.88,62.04,77.55,81.66,83.78,90.8,1817.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.04,Jet A,1.9,1.9,16.0,20.0,0.466,0.388,0.138,0.055,189.0,0.0,,0,,101.3,101.3,294.0,294.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A2 engine fitted with reduced emissions combustor & AB fuel nozzles,Results based on Rolls-Royce report EDRs 19587 and 22949,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,42.23,35.8955,12.668999999999999,2.9561
6AL017,6.0,Rolls-Royce Corporation,AE3007A3,Type 1,MTF,4.72,17.2,33.0,C,,,DTEPS,Yes,Out of production,,0.233,0.27,0.69,4.705,3.0,2.0,10.93,,,,14.22,72.6,361.0,0.83,1.03,4.22,25.73,3.0,2.0,59.41,,,,67.69,57.4,1960.0,18.52,15.79,6.83,3.38,3.0,2.0,39.87,,,,43.84,58.9,73.7,75.3,76.1,81.1,1316.0,1.0,0.01,0.01,0.01,3.0,2.0,1.0,,,,1.17,3.6,Jet A,1.9,1.9,16.0,20.0,0.3583,0.2995,0.1076,0.0448,150.0,0.0,,0,,,,,,,,Rolls-Royce Corporation,"Indianapolis, Indiana",1994-03-03,1995-04-19,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Results based on Rolls-Royce report EDR 15171B,,,,,,,,33.0,28.05,9.9,2.31
6AL018,6.0,Rolls-Royce Corporation,AE3007A3,Type 2,MTF,4.72,17.2,33.0,C,,,DTEPS,Yes,Out of production,,0.0,0.0,0.23,5.65,3.0,1.0,12.14,,,,18.7,95.4,401.0,0.0,0.0,2.0,34.86,3.0,1.0,75.39,,,,92.54,78.4,2488.0,20.93,18.27,6.56,3.18,3.0,1.0,43.31,,,,50.2,67.5,84.3,86.2,87.1,92.8,1429.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3583,0.2995,0.1076,0.0448,150.0,0.0,,0,,99.6,99.7,297.0,301.0,0.0115,0.0141,Rolls-Royce Corporation,"Indianapolis, Indiana",2002-08-28,2002-08-29,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A3 engine fitted with PAB fuel nozzles,Results based on Rolls-Royce report EDR 19972,,,,,,,33.0,28.05,9.9,2.31
6AL019,6.0,Rolls-Royce Corporation,AE3007A3,Type 3 (reduced emissions),MTF,4.72,17.2,33.0,C,Yes,01P06AL034,DTEPS,Yes,Out of production,,0.03,0.03,0.03,4.1,3.0,1.0,8.75,,,,13.48,68.8,289.0,0.5,0.5,7.65,41.29,3.0,1.0,94.25,,,,115.69,98.0,3111.0,15.4,13.48,6.93,4.12,3.0,1.0,37.32,,,,43.26,58.1,72.7,74.3,75.1,80.0,1232.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3583,0.2995,0.1076,0.0448,150.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A3 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,,,,,,,33.0,28.05,9.9,2.31
3AL001,3.0,Rolls-Royce Corporation,AE3007C,,MTF,5.3,16.2,28.6,C,Yes,6AL021,DTEPS,Yes,Out of production,,0.29,0.33,0.83,5.84,3.0,2.0,13.46,,,,17.5,89.3,387.0,0.97,1.19,4.5,29.88,3.0,2.0,68.0,,,,77.5,65.7,1964.0,16.92,14.56,6.63,3.24,3.0,2.0,34.73,,,,38.2,52.8,66.0,66.4,66.6,70.4,991.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,,,,1.2,3.6,Jet A/JP-8,1.899,1.899,16.5,16.5,0.28,0.234,0.091,0.039,125.0,0.0,,0,,101.3,101.3,288.0,288.0,0.0063,0.0063,Allison Engine Company,"Indianapolis, Indiana",1994-03-03,1995-04-19,,,,,,,,,,,28.6,24.310000000000002,8.58,2.0020000000000002
6AL020,6.0,Rolls-Royce Corporation,AE3007A1E,Type 3,MTF,4.72,19.06,37.16,C,Yes,01P06AL032,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.52,3.0,1.0,7.1,,,,10.93,55.8,264.0,0.77,0.64,5.63,37.97,3.0,1.0,81.18,,,,99.64,84.4,3018.0,17.17,14.91,7.42,4.26,3.0,1.0,40.38,,,,46.81,59.9,74.9,77.6,78.9,84.8,1501.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.4122,0.3425,0.12,0.0475,165.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1E engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,37.16,31.585999999999995,11.147999999999998,2.6012
6AL021,6.0,Rolls-Royce Corporation,AE3007C,Type 1,MTF,5.2,15.8,29.62,C,Yes,8AL025,DTEPS,Yes,Out of production,,0.254,0.291,0.696,4.953,3.0,2.0,10.79,,,,14.04,71.6,320.0,0.94,1.16,4.28,26.32,3.0,2.0,57.18,,,,65.15,55.2,1695.0,16.88,14.57,6.78,3.36,3.0,2.0,35.47,,,,39.0,54.5,68.1,68.8,69.1,73.2,1050.0,1.0,0.01,0.01,0.01,3.0,2.0,0.0,,,,1.17,3.5,Jet A,1.9,1.9,16.0,20.0,0.301,0.2527,0.0943,0.0377,127.0,0.0,,0,,,,,,,,Rolls-Royce Corporation,"Indianapolis, Indiana",1994-03-03,1995-04-19,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Results based on Rolls-Royce report EDR 15171B,,,,,,,,29.62,25.177,8.886,2.0734000000000004
8AL025,8.0,Rolls-Royce Corporation,AE3007C,Type 1,MTF,5.2,15.8,29.62,C,,,DTEPS,Yes,Out of production,,0.254,0.291,0.696,4.953,3.0,2.0,10.79,,,,14.04,71.6,320.0,0.94,1.16,4.28,26.32,3.0,2.0,57.18,,,,65.15,55.2,1695.0,16.88,14.57,6.78,3.36,3.0,2.0,35.47,,,,39.0,54.5,68.1,68.8,69.1,73.2,1050.0,1.0,0.01,0.01,0.01,3.0,2.0,1.0,,,,1.17,3.5,Jet A,1.9,1.9,16.0,20.0,0.301,0.2527,0.0943,0.0377,127.0,0.0,,0,,,,,,,,Rolls-Royce Corporation,"Indianapolis, Indiana",1994-03-03,1995-04-19,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Results based on Rolls-Royce report EDR 15171B,Maximum SN incorrectly entered originally [[6AL021],Issue 15; Max SN changed from 0.00 to 1.00 as for take -off; no change to characteristic value,,,,,,29.62,25.177,8.886,2.0734000000000004
6AL022,6.0,Rolls-Royce Corporation,AE3007C,Type 2,MTF,5.2,15.8,29.62,C,,,DTEPS,Yes,Out of production,,0.0,0.01,0.23,5.75,3.0,1.0,11.59,,,,17.85,91.1,344.0,0.0,0.0,2.02,35.07,3.0,1.0,71.08,,,,87.25,73.9,2108.0,19.36,17.01,6.62,3.2,3.0,1.0,38.83,,,,45.01,62.9,78.6,79.4,79.8,84.5,1150.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.301,0.2527,0.0943,0.0377,127.0,0.0,,0,,99.6,99.7,297.0,301.0,0.0115,0.0141,Rolls-Royce Corporation,"Indianapolis, Indiana",2002-08-28,2002-08-29,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007C engine fitted with PAB fuel nozzles,Results based on Rolls-Royce report EDR 19972,,,,,,,29.62,25.177,8.886,2.0734000000000004
6AL023,6.0,Rolls-Royce Corporation,AE3007C1,Type 1,MTF,5.1,16.58,31.46,C,,,DTEPS,Yes,Out of production,,0.24,0.277,0.661,4.837,3.0,2.0,10.95,,,,14.25,72.7,344.0,0.87,1.07,3.96,26.04,3.0,2.0,58.61,,,,66.78,56.6,1842.0,17.9,15.35,7.05,3.37,3.0,2.0,37.36,,,,41.08,56.2,70.2,71.4,71.9,76.4,1175.0,1.0,0.01,0.01,0.01,3.0,2.0,1.0,,,,1.17,3.6,Jet A,1.9,1.9,16.0,20.0,0.3222,0.2689,0.0991,0.0418,138.0,0.0,,0,,,,,,,,Rolls-Royce Corporation,"Indianapolis, Indiana",1994-03-03,1995-04-19,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Results based of Rolls-Royce report EDR 15171B,,,,,,,,31.46,26.741,9.438,2.2022000000000004
6AL024,6.0,Rolls-Royce Corporation,AE3007C1,Type 2,MTF,5.1,16.58,31.46,C,,,DTEPS,Yes,Out of production,,0.0,0.01,0.21,5.88,3.0,1.0,12.36,,,,19.04,97.1,389.0,0.0,0.0,1.62,36.04,3.0,1.0,76.0,,,,93.29,79.1,2389.0,20.2,17.6,6.71,3.14,3.0,1.0,40.16,,,,46.55,63.6,79.5,80.9,81.5,86.6,1262.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3222,0.2689,0.0991,0.0418,138.0,0.0,,0,,99.6,99.7,297.0,301.0,0.0115,0.0141,Rolls-Royce Corporation,"Indianapolis, Indiana",2002-08-28,2002-08-29,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007C1 engine fitted with PAB fuel nozzles,Results based on Rolls-Royce report EDR 19972,,,,,,,31.46,26.741,9.438,2.2022000000000004
13AL027,13.0,Rolls-Royce Corporation,AE3007C2,Type 2,MTF,4.99,17.44,32.73,C,,,DTEPS,Yes,Out of production,,0.0,0.01,0.22,2.57,3.0,1.0,5.94,,,,9.15,46.68,194.8,0.0,0.0,1.97,23.09,3.0,1.0,53.4,,,,65.55,55.55,1746.7,21.25,18.11,6.56,3.14,3.0,1.0,40.54,,,,46.99,70.25,78.44,80.12,80.88,86.15,1326.3,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.04,Jet A,1.9,1.9,16.0,20.0,0.3263,0.2714,0.0985,0.0472,147.0,0.0,,0,,101.3,101.3,294.0,294.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2002-08-28,2002-08-29,Yes,For effectivity see Rolls-Royce Notice to Operators No. AE3007C-073,Data in this form for AE3007C2 engine fitted with PAB fuel nozzles,Results based on Rolls-Royce report EDR 19972,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,32.73,27.820499999999996,9.818999999999999,2.2911
01P06AL028,6.0,Rolls-Royce Corporation,AE3007A1,Type 3 (reduced emissions),MTF,4.77,17.97,34.91,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.85,3.0,1.0,8.01,,,,12.34,63.0,279.0,0.75,0.56,6.72,39.91,3.0,1.0,88.38,,,,108.48,91.9,3088.0,16.17,14.07,7.13,4.17,3.0,1.0,38.49,,,,44.62,58.8,73.4,75.5,76.6,81.9,1344.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3826,0.318,0.113,0.0461,157.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1 engine fitted with reduced emissions combustor and PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,,,,,,,34.91,29.673499999999997,10.472999999999999,2.4437
01P06AL029,6.0,Rolls-Royce Corporation,AE3007A1/1,Type 3 (reduced emissions),MTF,4.77,17.9,34.74,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.88,3.0,1.0,8.08,,,,12.44,63.5,280.0,0.74,0.55,6.8,40.07,3.0,1.0,88.9,,,,109.12,92.5,3088.0,16.1,14.01,7.12,4.17,3.0,1.0,38.38,,,,44.49,58.7,73.4,75.4,76.4,81.7,1333.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3805,0.3163,0.1125,0.0459,156.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/1 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,,,,,,,34.74,29.529,10.422,2.4318000000000004
01P06AL030,6.0,Rolls-Royce Corporation,AE3007A1/3,Type 3 (reduced emissions),MTF,4.81,17.22,33.05,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.81,3.0,1.0,8.15,,,,12.55,64.0,269.0,0.5,0.5,7.62,38.47,3.0,1.0,88.3,,,,108.38,91.8,2919.0,15.42,13.49,6.93,4.27,3.0,1.0,37.66,,,,43.65,58.6,73.3,74.9,75.7,80.7,1245.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3589,0.2999,0.1077,0.0449,151.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/3 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,33.05,28.092499999999998,9.915,2.3135
01P06AL031,6.0,Rolls-Royce Corporation,AE3007A1P,Type 3 (reduced emissions),MTF,4.77,17.9,34.74,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.86,3.0,1.0,8.06,,,,12.41,63.3,280.0,0.74,0.55,6.79,39.97,3.0,1.0,88.88,,,,109.1,92.5,3087.0,16.1,14.01,7.12,4.17,3.0,1.0,38.41,,,,44.52,58.7,73.4,75.2,76.5,81.8,1334.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.3806,0.3163,0.1126,0.046,157.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1P engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,34.74,29.529,10.422,2.4318000000000004
01P06AL032,6.0,Rolls-Royce Corporation,AE3007A1E,Type 3 (reduced emissions),MTF,4.72,19.06,37.16,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.52,3.0,1.0,7.1,,,,10.93,55.8,264.0,0.77,0.64,5.63,37.97,3.0,1.0,81.18,,,,99.64,84.4,3018.0,17.17,14.91,7.42,4.26,3.0,1.0,40.38,,,,46.81,59.9,74.9,77.6,78.9,84.8,1501.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.0,Jet A,1.9,1.9,16.0,20.0,0.4122,0.3425,0.12,0.0475,165.0,0.0,,0,,98.9,99.0,291.0,301.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1E engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,37.16,31.585999999999995,11.147999999999998,2.6012
01P10AL033,10.0,Rolls-Royce Corporation,AE3007A2,Type 3 (reduced emissions),MTF,4.79,20.2,42.23,C,,,DTEPS,Yes,Out of production,,0.0,0.0,0.0,1.71,3.0,1.0,3.45,,,,5.32,27.12,146.0,0.71,0.74,4.08,34.17,3.0,1.0,73.29,,,,89.96,76.24,3095.0,18.61,15.99,7.9,4.39,3.0,1.0,43.03,,,,49.88,62.04,77.55,81.66,83.78,90.8,1817.0,0.01,0.01,0.01,0.01,3.0,1.0,0.01,,,,0.01,0.04,Jet A,1.9,1.9,16.0,20.0,0.466,0.388,0.138,0.055,189.0,0.0,,0,,101.3,101.3,294.0,294.0,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",2001-06-09,2001-06-11,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A2 engine fitted with reduced emissions combustor & AB fuel nozzles,Results based on Rolls-Royce report EDRs 19587 and 22949,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,42.23,35.8955,12.668999999999999,2.9561
