uid,gsdb,manufacturer,engine,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_total_mass,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,ambient_pressure_min,ambient_pressure_max,ambient_temperature_min,ambient_temperature_max,ambient_humidity_min,ambient_humidity_max,test_organization,test_location,initial_test_date,final_test_date,fuel_venting_compliant
1IA004,1,International Aero Engines,V2500,V2528-D5,,MTF,4.66,30.0,124.5,C,,,NME,Yes,Out of production,,3.0,1.0,0.27,,,,0.4,2.1,34.0,3.0,1.0,21.5,,,,26.4,22.4,2680.0,3.0,1.0,53.7,,,,62.2,6686.0,62.2,77.8,92.9,105.6,124.1,3.0,1.0,9.0,,,,11.6,52.0,Jet A,1.9,1.9,,,476.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
1IA005,1,International Aero Engines,V2500,V2530-A5,,MTF,4.54,32.1,133.4,C,,,NME,Yes,Out of production,,3.0,1.0,0.26,,,,0.4,2.0,35.0,3.0,1.0,19.7,,,,24.2,20.5,2620.0,3.0,1.0,58.0,,,,67.2,7732.0,64.5,80.7,94.4,106.4,123.7,3.0,1.0,9.0,,,,11.6,53.0,Jet A,1.9,1.9,,,504.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
3IA008,3,International Aero Engines,V2500,V2533-A5,,MTF,4.46,33.44,140.56,C,,,NME,Yes,Out of production,,3.0,1.0,0.25,,,,0.4,2.0,35.0,3.0,1.0,16.0,,,,19.6,16.6,2241.0,3.0,1.0,61.6,,,,71.4,8646.0,66.8,83.5,96.6,108.4,125.3,3.0,1.0,9.0,,,,11.6,53.8,Jet A,1.9,1.9,,,517.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
01P10IA019,10,International Aero Engines,V2500 Upgrade Package,V2522-A5,Floatwall,MTF,4.9,25.7,102.5,C,,,NME,Yes,Out of production,,4.0,2.0,0.4,,,,0.5,2.5,39.0,4.0,2.0,27.1,,,,30.9,26.2,2780.0,4.0,2.0,44.5,,,,49.0,4563.0,53.6,67.0,81.5,92.6,111.2,4.0,2.0,9.4,,,,11.1,47.1,Jet A,1.91,1.91,17.0,17.0,425.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P10IA020,10,International Aero Engines,V2500 Upgrade Package,V2524-A5,Floatwall,MTF,4.8,27.0,108.9,C,,,NME,Yes,Out of production,,4.0,2.0,0.4,,,,0.5,2.4,39.0,4.0,2.0,25.2,,,,28.7,24.4,2747.0,4.0,2.0,46.3,,,,50.9,5039.0,54.2,67.7,81.8,93.0,110.9,4.0,2.0,9.4,,,,11.1,47.8,Jet A,1.91,1.91,17.0,17.0,444.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P10IA021,10,International Aero Engines,V2500 Upgrade Package,V2527-A5,Floatwall,MTF,4.8,27.1,110.3,C,,,NME,Yes,Out of production,,4.0,2.0,0.4,,,,0.5,2.3,39.0,4.0,2.0,24.8,,,,28.3,24.0,2741.0,4.0,2.0,46.3,,,,50.9,5102.0,53.9,67.4,81.5,92.6,110.6,4.0,2.0,9.4,,,,11.1,48.0,Jet A,1.91,1.91,17.0,17.0,447.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P10IA022,10,International Aero Engines,V2500 Upgrade Package,V2527-A5E,Floatwall,MTF,4.8,27.1,110.3,C,,,NME,Yes,Out of production,,4.0,2.0,0.4,,,,0.5,2.3,39.0,4.0,2.0,24.8,,,,28.3,24.0,2741.0,4.0,2.0,46.3,,,,50.9,5102.0,53.9,67.4,81.5,92.6,110.6,4.0,2.0,9.4,,,,11.1,48.0,Jet A,1.91,1.91,17.0,17.0,447.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P10IA023,10,International Aero Engines,V2500 Upgrade Package,V2527-A5M,Floatwall,MTF,4.8,27.1,110.3,C,,,NME,Yes,Out of production,,4.0,2.0,0.4,,,,0.5,2.3,39.0,4.0,2.0,24.8,,,,28.3,24.0,2741.0,4.0,2.0,46.3,,,,50.9,5102.0,53.9,67.4,81.5,92.6,110.6,4.0,2.0,9.4,,,,11.1,48.0,Jet A,1.91,1.91,17.0,17.0,447.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P10IA024,10,International Aero Engines,V2500 Upgrade Package,V2530-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.6,32.0,133.0,C,,,NME,Yes,Out of production,,4.0,2.0,0.3,,,,0.4,1.9,38.0,4.0,2.0,19.5,,,,22.2,18.8,2594.0,4.0,2.0,55.7,,,,61.3,7414.0,59.0,73.7,86.4,97.4,113.3,4.0,2.0,9.4,,,,11.1,50.5,Jet A,1.91,1.91,17.0,17.0,517.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P10IA025,10,International Aero Engines,V2500 Upgrade Package,V2533-A5,Floatwall,MTF,4.5,33.7,140.6,C,,,NME,Yes,Out of production,,4.0,2.0,0.3,,,,0.3,1.8,38.0,4.0,2.0,18.2,,,,20.7,17.6,2555.0,4.0,2.0,59.6,,,,65.5,8377.0,61.0,76.3,88.1,98.7,113.9,4.0,2.0,9.4,,,,11.1,51.3,Jet A,1.91,1.91,17.0,17.0,537.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
01P14IA026,14,International Aero Engines,V2500 Upgrade Package,V2531-E5,Floatwall,MTF,4.52,32.3,134.8,C,,,NME/DTEPS,Yes,,,4.0,2.0,0.2,,,,0.3,1.5,28.0,4.0,2.0,18.6,,,,21.2,18.0,2503.0,4.0,2.0,55.8,,,,61.4,7521.0,58.7,73.4,85.8,96.7,112.2,4.0,2.0,9.4,,,,11.1,50.9,Jet A,1.91,1.91,17.0,17.0,517.0,0.0,,0,,100.35,102.88,268.2,277.7,0.0014,0.00359,Pratt & Whitney,"East Hartford, CT",2008-12-11,2009-01-19,Yes
1KK001,1,KKBM,NK-8,NK-8-2U,,MTF,1.24,10.8,103.0,R,,,Other,,Out of production,,2.0,2.0,388.2,,,,505.1,2577.2,39677.0,2.0,2.0,466.9,,,,532.0,450.8,47684.0,2.0,2.0,44.6,,,,49.0,4776.0,79.6,99.5,135.2,153.6,212.3,,,23.5,,,,30.2,128.8,TS-1,2.0,2.0,19.0,19.0,742.0,0.0,,0,,102.6,102.6,300.0,300.0,0.00876,0.00876,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",1989-07-12,,
1KK002,1,KKBM,,NK-8-2U,,MTF,1.24,10.8,103.0,R,,,Other,,Out of production,,2.0,1.0,117.1,,,,180.3,920.1,11824.0,2.0,1.0,248.5,,,,305.0,258.5,25102.0,,,,,,,,,,,,,,,,,,,,,,TS-1,2.0,2.0,18.0,18.0,724.0,0.0,,0,,102.7,102.7,293.0,293.0,0.00905,0.00905,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",1990-06-14,,
1KK003,1,KKBM,NK-86,NK-86,,MTF,1.33,13.4,127.53,R,,,Other,,Out of production,,3.0,3.0,135.0,,,,157.5,803.5,17379.0,3.0,3.0,158.2,,,,171.1,145.0,20396.0,3.0,3.0,41.3,,,,43.7,5440.0,65.5,81.9,108.2,122.9,163.4,1.0,1.0,22.1,,,,28.4,128.5,TS-1,2.0,2.0,18.5,18.5,779.0,0.0,,0,,102.7,103.0,290.0,291.0,0.00915,0.00915,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",1989-06-15,,
1KK004,1,KKBM,NK-86,NK-86A,,MTF,1.13,13.2,130.47,R,,,Other,Yes,Out of production,,2.0,1.0,45.2,,,,69.6,355.2,5988.0,2.0,1.0,120.7,,,,148.2,125.6,15703.0,2.0,1.0,46.1,,,,53.4,6106.0,80.5,100.6,133.2,151.4,201.8,10.0,,,,,,,,TS-1,2.0,2.0,19.0,19.0,821.0,0.0,,0,,102.3,102.3,270.0,270.0,0.00238,0.00238,KKBM,Samara City,1987-10-04,,
1KK005,1,KKBM,NK-86,NK-86MA,,MTF,1.13,13.2,130.47,C,,,NME,Yes,,,7.0,5.0,13.5,3.7,8.7,17.1,15.2,77.4,1773.0,7.0,5.0,94.6,22.5,61.3,113.0,100.5,85.1,12334.0,4.0,4.0,35.5,2.3,32.0,40.1,37.3,4633.0,56.2,70.2,93.0,105.7,140.9,10.0,7.0,9.9,2.9,6.0,16.0,10.5,47.8,TS-1,2.0,2.0,18.6,18.6,821.0,0.0,,0,,101.2,102.4,260.0,298.0,0.00079,0.02,KKBM,Samara City,1987-07-18,1990-01-20,
01P11PJ003,11,PowerJet S.A.,SaM146 1S17,SaM146-1S17,,MTF,4.44,21.85,69.21,C,,,NME/DTEPS,Yes,,,5.0,2.0,2.4,,,,3.1,15.82,167.0,5.0,2.0,69.0,,,,78.6,66.61,4776.0,5.0,2.0,38.9,,,,42.8,2695.0,51.14,63.92,73.67,79.7,91.9,5.0,2.0,12.6,,,,14.8,56.49,Jet A-1,1.924,1.924,16.7,17.5,326.0,,,,,100.43,101.26,289.2,302.5,0.00619,0.01331,PowerJet S.A.,"Villaroche, France and Rybinsk, Russia",2009-07-01,2011-05-01,Yes
01P11PJ004,11,PowerJet S.A.,SaM146 1S18,SaM146-1S18,,MTF,4.38,22.8,72.67,C,,,NME/DTEPS,Yes,,,5.0,2.0,1.9,,,,2.42,12.35,136.0,5.0,2.0,63.2,,,,72.0,61.02,4591.0,5.0,2.0,40.6,,,,44.6,2947.0,52.1,65.13,76.76,82.59,95.8,5.0,2.0,12.6,,,,14.72,57.08,Jet A-1,1.924,1.924,16.7,17.5,339.3,,,,,100.43,101.26,289.2,302.5,0.00619,0.01331,PowerJet S.A.,"Villaroche, France and Rybinsk, Russia",2009-07-01,2011-05-01,Yes
1PW035,1,Pratt & Whitney Canada,JT15D-1,JT15D-1,,TF,3.3,9.76,9.79,PR,,,DTEPS,Yes,Out of production,,1.0,1.0,190.65,,,,293.6,,1866.0,1.0,1.0,541.97,,,,665.2,,5306.0,1.0,1.0,26.85,,,,31.1,263.0,,,,,,1.0,1.0,15.0,,,,19.3,,Jet A-1,1.85,1.85,,20.0,71.0,0.0,,0,,100.526,100.526,290.0,290.0,0.0079,0.0079,Pratt & Whitney Canada,"Longueuil, Quebec",1977-08-17,,
1PW036,1,Pratt & Whitney Canada,JT15D-4,JT15D-4,,TF,2.68,10.1,11.12,PR,,,DTEPS,Yes,Out of production,,1.0,1.0,152.83,,,,235.4,,1706.0,1.0,1.0,401.3,,,,492.6,,4478.0,1.0,1.0,36.77,,,,42.6,409.0,,,,,,1.0,1.0,14.1,,,,18.1,,Jet A-1,1.85,1.85,,20.0,81.0,0.0,,0,,103.146,103.146,257.0,257.0,0.0015,0.0015,Pratt & Whitney Canada,"Longueuil, Quebec",1973-02-01,,
1PW037,1,Pratt & Whitney Canada,JT15D-5,JT15D-5A,,TF,2.1,12.3,12.9,C,,,DTEPS,Yes,Out of production,,1.0,1.0,479.8,,,,738.9,,5715.0,1.0,1.0,476.1,,,,584.4,,6142.0,1.0,1.0,37.3,,,,43.2,481.0,,,,,,1.0,1.0,18.5,,,,24.1,,Jet A-1,1.85,1.85,,,93.0,0.0,,0,,99.42,99.42,280.3,280.3,0.0036,0.0036,Pratt & Whitney Canada,"Longueuil, Quebec",1993-04-16,1993-04-22,
1PW038,1,Pratt & Whitney Canada,JT15D-5,JT15D-5C,,TF,2.1,13.3,14.19,C,,,DTEPS,Yes,Out of production,,1.0,1.0,312.8,,,,481.7,,4439.0,1.0,1.0,443.1,,,,543.9,,6288.0,1.0,1.0,32.0,,,,37.1,454.0,,,,,,2.0,2.0,17.1,2.23,15.5,17.1,20.1,,Jet A-1,1.85,1.85,,,92.0,0.0,,0,,101.7,101.7,300.0,300.0,0.01,0.01,Pratt & Whitney Canada,"Longueuil, Quebec",1993-07-13,1993-07-13,
1PW001,1,Pratt & Whitney,JT3D-3,JT3D-3B,,TF,1.4,13.6,80.06,PR,,,DTEPS,Yes,Out of production,,,2.0,303.9,,,,395.4,2017.6,24363.0,,2.0,288.1,,,,328.2,278.2,23092.0,,2.0,34.3,,,,37.7,2740.0,56.1,70.2,88.3,98.1,123.7,,2.0,54.5,,,,63.9,254.1,Jet A,,,,,466.0,0.0,,0,,,,,,,,P&WA,"East Hartford, CT",1972-03-08,1974-09-12,
1PW002,1,Pratt & Whitney,JT3D-7,JT3D-7,14-57D,TF,1.4,13.4,84.52,PR,,,DTEPS,Yes,Out of production,,,,293.9,,,,452.6,2309.4,24838.0,,,353.5,,,,433.9,367.7,29880.0,,,34.4,,,,39.9,2909.0,59.7,74.6,96.2,108.1,140.1,,,52.0,,,,66.9,270.0,Jet A,,,,,482.0,0.0,,0,,,,,,,,P&WA,"East Hartford, CT",,,
1PW003,1,Pratt & Whitney,JT3D-7,JT3D-7,Smoke fix  14-70KC,TF,1.4,13.4,84.52,PR,,,DTEPS,Yes,Out of production,,,,143.0,,,,220.2,1123.7,,,,187.0,,,,229.5,194.5,,,,51.5,,,,59.7,,89.4,111.7,144.0,161.9,209.7,,,18.0,,,,23.2,93.5,Jet A,,,,,482.0,0.0,,0,,,,,,,,P&WA,"East Hartford, CT",,,
1PW008,1,Pratt & Whitney,JT8D,JT8D-11,,MTF,1.0,17.17,66.72,PR,,,NME,Yes,Out of production,,14.0,13.0,36.8,,,,39.5,201.6,2455.0,14.0,13.0,134.7,,,,139.8,118.4,8983.0,14.0,13.0,56.1,,,,57.6,3740.0,77.5,96.9,112.6,121.3,141.2,14.0,13.0,23.0,,,,24.0,90.9,Jet A,,,,,475.0,0.0,,0,,,,262.0,300.0,,,P&WA,"East Hartford, CT",1980-02-26,1980-06-18,
1PW009,1,Pratt & Whitney,JT8D,JT8D-15,Smoke fix,MTF,1.03,16.81,68.94,PR,,,NME,Yes,Out of production,,8.0,7.0,39.3,,,,43.4,221.2,2713.0,8.0,7.0,130.6,,,,137.4,116.4,9054.0,8.0,7.0,57.9,,,,60.1,3989.0,81.6,102.0,119.9,129.7,152.5,8.0,7.0,23.8,,,,25.3,96.6,Jet A,,,,,486.0,0.0,,0,,,,269.0,302.0,,,P&WA,"East Hartford, CT",1976-04-01,1977-03-01,
1PW010,1,Pratt & Whitney,JT8D,JT8D-15,Reduced emissions,MTF,1.03,16.81,68.94,C,,,DTEPS,Yes,Out of production,,8.0,3.0,6.1,,,,7.1,36.3,428.0,8.0,3.0,42.6,,,,46.1,39.0,2955.0,5.0,2.0,59.6,,,,65.5,4144.0,89.0,111.3,130.7,141.4,166.2,5.0,3.0,15.7,,,,17.3,65.9,Jet A,,,,,486.0,0.0,,0,,,,266.0,297.0,,,P&WA,"East Hartford, CT",1979-12-07,1980-06-19,
1PW011,1,Pratt & Whitney,JT8D,JT8D-15A,,MTF,1.08,16.45,68.94,C,,,DTEPS,Yes,Out of production,,7.0,2.0,7.2,,,,9.4,47.8,497.0,8.0,3.0,46.8,,,,50.6,42.9,3177.0,5.0,2.0,51.4,,,,56.5,3648.0,77.5,96.9,114.0,123.4,145.3,4.0,3.0,15.7,,,,17.3,65.9,Jet A,,,,,454.0,0.0,,0,,,,266.0,297.0,,,P&WA,"East Hartford, CT",1979-12-07,1980-06-19,
1PW012,1,Pratt & Whitney,JT8D,JT8D-17,Smoke fix,MTF,1.01,17.01,71.17,PR,,,NME,Yes,Out of production,,8.0,7.0,37.2,9.3,,,41.0,209.4,2646.0,8.0,7.0,112.5,12.4,,,118.3,100.3,8005.0,8.0,7.0,60.2,7.2,,,62.5,4283.0,84.4,105.5,125.0,135.9,161.0,8.0,7.0,24.0,3.0,,,25.5,98.2,Jet A,1.89,1.89,,,498.0,0.0,,0,,,,269.0,303.0,0.0029,0.0093,P&WA,"East Hartford, CT",1976-04-01,1977-03-01,
1PW013,1,Pratt & Whitney,JT8D,JT8D-17,Reduced emissions,MTF,1.02,17.01,71.17,C,,,DTEPS,Yes,Out of production,,8.0,3.0,5.3,,,,6.2,31.5,379.0,8.0,3.0,39.4,,,,42.6,36.1,2826.0,5.0,2.0,63.7,,,,70.0,4559.0,94.6,118.3,140.1,152.3,180.3,5.0,3.0,16.8,,,,18.5,71.1,Jet A,,,,,499.0,0.0,,0,,,,266.0,297.0,,,P&WA,"East Hartford, CT",1979-12-07,1980-06-19,
1PW014,1,Pratt & Whitney,JT8D,JT8D-17A,,MTF,1.05,16.87,71.17,C,,,DTEPS,Yes,Out of production,,7.0,2.0,6.6,,,,8.6,43.8,1543.0,8.0,3.0,43.8,,,,47.4,40.1,3147.0,5.0,2.0,55.1,,,,60.6,3935.0,82.2,102.7,121.7,132.4,156.9,5.0,3.0,16.8,,,,18.5,71.1,Jet A,,,,,470.0,0.0,,0,,,,266.0,297.0,,,P&WA,"East Hartford, CT",1979-12-07,1980-06-19,
1PW015,1,Pratt & Whitney,JT8D,JT8D-17AR,,MTF,0.96,17.28,77.42,C,,,DTEPS,Yes,Out of production,,8.0,3.0,5.2,,,,6.1,31.0,403.0,8.0,3.0,37.2,,,,40.2,34.1,2898.0,5.0,2.0,64.6,,,,71.0,5039.0,95.3,119.1,144.6,159.6,193.2,5.0,3.0,19.6,,,,21.6,84.9,Jet A,,,,,512.0,0.0,,0,,,,266.0,297.0,,,P&WA,"East Hartford, CT",1979-12-07,1980-06-19,
1PW016,1,Pratt & Whitney,JT8D,JT8D-17R,,MTF,0.97,18.24,77.42,C,,,DTEPS,Yes,Out of production,,8.0,3.0,4.2,,,,4.9,25.0,329.0,8.0,3.0,34.8,,,,37.6,31.9,2716.0,5.0,2.0,72.3,,,,79.5,5623.0,104.0,129.9,156.9,173.2,208.5,5.0,3.0,19.6,,,,21.6,84.9,Jet A,,,,,537.0,0.0,,0,,,,266.0,297.0,,,P&WA,"East Hartford, CT",1979-12-07,1980-06-19,
1PW017,1,Pratt & Whitney,JT8D-200,JT8D-209,,MTF,1.8,18.3,85.6,C,,,DTEPS,Yes,Out of production,,3.0,1.0,12.2,,,,18.8,95.9,1047.0,3.0,1.0,40.6,,,,49.8,42.2,3476.0,3.0,1.0,59.3,,,,68.7,5075.0,89.7,112.2,140.1,158.0,196.4,3.0,1.0,11.1,,,,14.3,57.8,Jet A,1.89,1.89,19.2,19.2,469.0,0.0,,0,,,,275.0,288.0,,,P&WA,"East Hartford, CT",1983-11-07,1983-11-30,
4PW068,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217,Environmental Kit (E_Kit),MTF,1.73,19.66,92.74,C,,,DTEPS,Yes,Out of production,,3.0,1.0,0.0,,,,0.0,0.0,0.0,3.0,1.0,39.8,,,,48.9,41.4,3693.0,3.0,1.0,49.4,,,,57.3,4582.0,72.2,90.3,113.6,129.1,161.1,3.0,1.0,6.1,,,,7.9,32.7,Jet A,1.91,1.91,18.0,18.0,504.0,0.0,,0,,98.8,103.1,271.0,281.0,0.0009,0.0047,P&WA,"East Hartford, CT",1999-02-24,1999-03-02,
1PW018,1,Pratt & Whitney,JT8D-200,JT8D-217 series,,MTF,1.73,19.66,92.74,C,,,DTEPS,Yes,Out of production,,3.0,1.0,10.1,,,,15.6,79.4,937.0,3.0,1.0,34.8,,,,42.7,36.2,3229.0,3.0,1.0,64.6,,,,74.9,5985.0,94.4,118.0,148.4,168.6,210.6,3.0,1.0,13.3,,,,17.1,70.8,Jet A,1.89,1.89,,,504.0,0.0,,0,,,,275.0,288.0,,,P&WA,"East Hartford, CT",1983-11-07,1983-11-30,
4PW069,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217A,Environmental Kit (E_Kit),MTF,1.73,19.66,92.74,C,,,DTEPS,Yes,Out of production,,3.0,1.0,0.0,,,,0.0,0.0,0.0,3.0,1.0,39.8,,,,48.9,41.4,3693.0,3.0,1.0,49.4,,,,57.3,4582.0,72.2,90.3,113.6,129.1,161.1,3.0,1.0,6.1,,,,7.9,32.7,Jet A,1.91,1.91,18.0,18.0,504.0,0.0,,0,,98.8,103.1,271.0,281.0,0.0009,0.0047,P&WA,"East Hartford, CT",1999-02-24,1999-03-02,
4PW070,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,C,,,DTEPS,Yes,Out of production,,3.0,1.0,0.0,,,,0.0,0.0,0.0,3.0,1.0,45.8,,,,56.2,47.6,4244.0,3.0,1.0,45.5,,,,52.7,4216.0,67.5,84.3,106.5,121.0,151.9,3.0,1.0,6.1,,,,7.9,32.7,Jet A,1.91,1.91,18.0,18.0,493.0,0.0,,0,,98.8,103.1,271.0,281.0,0.0009,0.0047,P&WA,"East Hartford, CT",1999-02-24,1999-03-02,
1PW019,1,Pratt & Whitney,JT8D-200,JT8D-219,,MTF,1.7,20.27,96.52,C,,,DTEPS,Yes,Out of production,,3.0,1.0,9.9,,,,15.2,77.8,951.0,3.0,1.0,33.5,,,,41.1,34.8,3234.0,3.0,1.0,63.3,,,,73.4,6106.0,91.1,113.9,142.7,162.1,201.5,3.0,1.0,14.5,,,,18.7,78.1,Jet A,1.89,1.89,19.2,19.2,501.0,0.0,,0,,,,275.0,288.0,,,P&WA,"East Hartford, CT",1983-11-07,1983-11-30,
4PW071,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-219,Environmental Kit (E_Kit),MTF,1.7,20.27,96.52,C,,,DTEPS,Yes,Out of production,,3.0,1.0,0.0,,,,0.0,0.0,0.0,3.0,1.0,41.7,,,,51.2,43.4,4021.0,3.0,1.0,47.7,,,,55.3,4604.0,68.7,85.8,107.5,122.2,151.8,3.0,1.0,6.9,,,,8.9,37.2,Jet A,1.91,1.91,18.0,18.0,501.0,0.0,,0,,98.8,103.1,271.0,281.0,0.0009,0.0047,P&WA,"East Hartford, CT",1999-02-24,1999-03-02,
1PW004,1,Pratt & Whitney,JT8D,JT8D-7 series,Smoke fix,MTF,1.05,15.82,62.27,PR,,,Other,Yes,Out of production,,14.0,13.0,37.2,,,,39.9,203.8,2315.0,14.0,13.0,130.9,,,,135.8,115.1,8147.0,14.0,13.0,49.5,,,,50.9,3078.0,71.0,88.7,101.8,108.6,125.5,14.0,13.0,22.2,,,,23.2,86.1,Jet A,,,,,419.0,0.0,,0,,100.0,102.0,262.0,300.0,0.0005,0.0123,P&WA,"East Hartford, CT",1976-04-01,1977-03-01,
8PW085,8,Pratt & Whitney,JT8D reduced emissions,JT8D-7 series,Reduced emissions,MTF,1.05,15.82,62.27,C,,,DTEPS,Yes,Out of production,,7.0,2.0,13.2,,,,17.2,87.6,830.0,7.0,2.0,50.9,,,,58.0,49.1,3186.0,4.0,2.0,52.3,,,,57.5,3281.0,80.3,100.3,115.1,122.7,141.7,4.0,2.0,9.5,,,,11.1,41.3,Jet A,,,,,419.0,0.0,,0,,,,270.0,311.0,,,P&WA,"East Hartford, CT",1980-02-26,1980-06-18,
1PW006,1,Pratt & Whitney,JT8D,JT8D-9 series,Smoke fix,MTF,1.04,15.88,64.5,PR,,,NME,Yes,Out of production,,14.0,13.0,35.0,8.4,,,37.6,191.7,2256.0,14.0,13.0,124.3,11.2,,,129.0,109.3,8018.0,14.0,14.0,52.3,5.7,,,53.7,3370.0,74.8,93.5,108.3,116.0,135.0,14.0,14.0,23.0,2.0,,,24.0,90.0,Jet A,1.89,1.89,,,433.0,0.0,,0,,100.0,102.0,262.0,300.0,0.0005,0.0123,P&WA,"East Hartford, CT",1976-04-01,1977-03-01,
1PW007,1,Pratt & Whitney,JT8D reduced emissions,JT8D-9 series,Reduced emissions,MTF,1.04,15.88,64.5,C,,,DTEPS,Yes,Out of production,,7.0,2.0,11.1,,,,14.4,73.7,713.0,7.0,2.0,50.2,,,,57.2,48.5,3241.0,4.0,2.0,54.2,,,,59.6,3488.0,83.1,103.8,120.2,128.8,149.8,4.0,2.0,10.1,,,,11.8,44.4,Jet A,,,,,433.0,0.0,,0,,,,270.0,311.0,,,P&WA,"East Hartford, CT",1980-02-26,1980-06-18,
8PW088,8,Pratt & Whitney,JT9D,JT9D-20,,TF,,20.3,205.3,PR,,,Other,Yes,Out of production,,10.0,10.0,59.0,,,,64.0,326.6,12108.0,10.0,10.0,139.6,,,,145.6,123.4,28647.0,10.0,10.0,59.9,,,,61.8,12291.0,76.7,95.8,120.0,136.4,169.5,10.0,10.0,12.3,,,,12.9,74.4,DERD 2494,,,,,802.0,0.0,,0,,97.9,101.7,276.0,300.0,0.003,0.0149,"NGTE, Pyestock, UK","British Airways Engine Overhaul Ltd, Wales",1976-03-01,1977-07-01,
1PW032,1,Pratt & Whitney,JT9D,JT9D-20J,,TF,5.1,23.5,222.4,PR,,,DTEPS,Yes,Out of production,,1.0,1.0,42.0,,,,64.7,330.1,9178.0,1.0,1.0,118.9,,,,145.9,123.6,25974.0,1.0,1.0,68.7,,,,79.6,15885.0,91.5,114.4,140.6,159.8,194.3,,,16.0,,,,20.8,109.4,Jet A,,,,,883.0,0.0,,0,,,,,,,,P&WA,"East Hartford, CT",1980-09-16,,
1PW033,1,Pratt & Whitney,JT9D,JT9D-59A,,TF,4.9,24.5,235.8,PR,,,NME,Yes,Out of production,,2.0,2.0,20.0,2.4,,,26.0,132.8,4559.0,,,87.7,5.9,,,107.6,91.2,19946.0,,,54.4,3.0,,,63.1,12381.0,70.9,88.6,108.3,123.1,148.9,,,8.0,1.0,,,10.3,55.0,Jet A,1.89,1.89,,,900.0,0.0,,0,,97.0,100.0,280.0,285.0,0.0029,0.005,P&WA,"East Hartford, CT",1976-04-01,1976-04-01,
8PW086,8,Pratt & Whitney,JT9D,JT9D-7,,TF,,21.5,202.4,PR,,,Other,Yes,Out of production,,10.0,10.0,60.0,12.2,37.7,69.3,65.1,332.1,12179.0,10.0,10.0,141.8,22.3,100.6,170.6,147.9,125.3,28691.0,10.0,10.0,58.8,6.9,46.6,66.1,60.7,11892.0,73.1,91.3,113.6,129.1,159.1,10.0,10.0,11.9,5.5,1.7,21.4,12.5,71.7,DERD 2494,,,,,794.0,0.0,,0,,97.9,101.7,276.0,300.0,0.003,0.0149,"NGTE, Pyestock, UK","British Airways Engine Overhaul Ltd, Wales",1976-03-01,1977-07-01,
