uid,gsdb,manufacturer,engine,model,combustor,engine_type,thrust,einox,eico,eihc,smoke_number,fuel_flow
8GE101,8,General Electric Company,CF6-80C2B LEC,CF6-80C2B8F,1862M39,TF,80.1,12.42,1.69,0.09,0.0,0.685
8GE101,8,General Electric Company,CF6-80C2B LEC,CF6-80C2B8F,1862M39,TF,18.69,4.59,16.69,1.14,0.0,0.205
3GE058,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B8FA,1862M39,TF,267.02,26.9,0.05,0.05,7.2,2.605
3GE058,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B8FA,1862M39,TF,226.96699999999998,20.85,0.04,0.05,5.2,2.117
3GE058,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B8FA,1862M39,TF,80.106,12.63,1.97,0.11,0.0,0.688
3GE058,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B8FA,1862M39,TF,18.6914,4.83,18.27,1.41,0.0,0.205
1GE031,1,General Electric Company,,CF6-80C2D1F,,TF,269.96,32.65,0.52,0.07,8.2,2.596
1GE031,1,General Electric Company,,CF6-80C2D1F,,TF,229.46599999999998,24.02,0.52,0.08,5.6,2.065
1GE031,1,General Electric Company,,CF6-80C2D1F,,TF,80.98799999999999,9.16,1.94,0.2,2.3,0.657
1GE031,1,General Electric Company,,CF6-80C2D1F,,TF,18.8972,3.8,41.78,9.03,3.5,0.196
2GE049,2,General Electric Company,,CF6-80C2D1F,1862M39,TF,269.96,28.12,0.05,0.04,7.0,2.629
2GE049,2,General Electric Company,,CF6-80C2D1F,1862M39,TF,229.46599999999998,21.3,0.04,0.05,5.5,2.126
2GE049,2,General Electric Company,,CF6-80C2D1F,1862M39,TF,80.98799999999999,12.66,1.9,0.11,0.0,0.688
2GE049,2,General Electric Company,,CF6-80C2D1F,1862M39,TF,18.8972,4.85,18.02,1.38,0.0,0.205
1GE032,1,General Electric Company,CF6-80E,CF6-80E1A1,,TF,281.5,37.87,0.38,0.05,9.7,2.702
1GE032,1,General Electric Company,CF6-80E,CF6-80E1A1,,TF,239.275,27.11,0.34,0.07,6.9,2.199
1GE032,1,General Electric Company,CF6-80E,CF6-80E1A1,,TF,84.45,9.84,1.7,0.14,0.0,0.714
1GE032,1,General Electric Company,CF6-80E,CF6-80E1A1,,TF,19.705000000000002,4.47,43.24,9.68,0.0,0.226
2GE050,2,General Electric Company,CF6-80E LEC,CF6-80E1A1,1862M39,TF,281.53,27.59,0.05,0.05,6.9,2.702
2GE050,2,General Electric Company,CF6-80E LEC,CF6-80E1A1,1862M39,TF,239.30049999999997,21.44,0.04,0.04,6.2,2.199
2GE050,2,General Electric Company,CF6-80E LEC,CF6-80E1A1,1862M39,TF,84.45899999999999,12.61,1.92,0.11,0.0,0.714
2GE050,2,General Electric Company,CF6-80E LEC,CF6-80E1A1,1862M39,TF,19.7071,4.87,17.64,1.3,0.0,0.226
1GE033,1,General Electric Company,CF6-80E,CF6-80E1A2,,TF,287.0,39.29,0.38,0.05,9.9,2.767
1GE033,1,General Electric Company,CF6-80E,CF6-80E1A2,,TF,243.95,28.02,0.34,0.07,7.2,2.245
1GE033,1,General Electric Company,CF6-80E,CF6-80E1A2,,TF,86.1,9.91,1.61,0.14,0.0,0.724
1GE033,1,General Electric Company,CF6-80E,CF6-80E1A2,,TF,20.090000000000003,4.53,42.67,9.37,0.0,0.228
2GE051,2,General Electric Company,CF6-80E LEC,CF6-80E1A2,1862M39,TF,287.04,28.72,0.05,0.04,6.8,2.767
2GE051,2,General Electric Company,CF6-80E LEC,CF6-80E1A2,1862M39,TF,243.984,22.01,0.04,0.04,6.5,2.245
2GE051,2,General Electric Company,CF6-80E LEC,CF6-80E1A2,1862M39,TF,86.11200000000001,12.66,1.85,0.11,0.0,0.724
2GE051,2,General Electric Company,CF6-80E LEC,CF6-80E1A2,1862M39,TF,20.092800000000004,4.88,17.37,1.25,0.0,0.228
5GE085,5,General Electric Company,CF6-80E,CF6-80E1A3,Standard,TF,304.8,45.63,0.34,0.07,10.1,2.989
5GE085,5,General Electric Company,CF6-80E,CF6-80E1A3,Standard,TF,259.08,31.74,0.31,0.07,8.6,2.387
5GE085,5,General Electric Company,CF6-80E,CF6-80E1A3,Standard,TF,91.44,10.29,1.23,0.18,0.0,0.755
5GE085,5,General Electric Company,CF6-80E,CF6-80E1A3,Standard,TF,21.336000000000002,4.69,37.02,9.53,0.0,0.227
4GE080,4,General Electric Company,CF6-80E,CF6-80E1A4,Standard,TF,297.44,43.15,0.34,0.06,10.09,2.904
4GE080,4,General Electric Company,CF6-80E,CF6-80E1A4,Standard,TF,252.82399999999998,30.3,0.3,0.07,8.06,2.337
4GE080,4,General Electric Company,CF6-80E,CF6-80E1A4,Standard,TF,89.232,10.13,1.33,0.18,0.0,0.744
4GE080,4,General Electric Company,CF6-80E,CF6-80E1A4,Standard,TF,20.820800000000002,4.62,38.09,10.35,0.0,0.227
4GE081,4,General Electric Company,CF6-80E LEC,CF6-80E1A4,Low emissions,TF,297.44,31.28,0.04,0.04,5.9,2.904
4GE081,4,General Electric Company,CF6-80E LEC,CF6-80E1A4,Low emissions,TF,252.82399999999998,23.54,0.02,0.04,5.5,2.337
4GE081,4,General Electric Company,CF6-80E LEC,CF6-80E1A4,Low emissions,TF,89.232,12.66,1.44,0.09,0.0,0.744
4GE081,4,General Electric Company,CF6-80E LEC,CF6-80E1A4,Low emissions,TF,20.820800000000002,4.77,15.05,0.92,0.0,0.227
01P02GE186,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B1F,LEC,TF,254.26,24.94,0.04,0.05,6.9,2.422
01P02GE186,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B1F,LEC,TF,216.12099999999998,19.72,0.04,0.05,4.5,1.983
01P02GE186,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B1F,LEC,TF,76.27799999999999,12.47,2.13,0.11,0.0,0.65
01P02GE186,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B1F,LEC,TF,17.7982,4.73,19.23,1.54,0.0,0.199
01P03GE187,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B5F,LEC,TF,272.53,28.58,0.05,0.05,7.4,2.685
01P03GE187,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B5F,LEC,TF,231.65049999999997,21.76,0.04,0.05,5.2,2.162
01P03GE187,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B5F,LEC,TF,81.75899999999999,12.74,1.83,0.11,0.0,0.697
01P03GE187,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B5F,LEC,TF,19.0771,4.91,17.45,1.31,0.0,0.206
01P02GE188,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B6F,LEC,TF,267.03,27.38,0.05,0.05,6.9,2.594
01P02GE188,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B6F,LEC,TF,226.97549999999998,21.05,0.04,0.05,5.3,2.104
01P02GE188,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B6F,LEC,TF,80.109,12.63,1.93,0.11,0.0,0.682
01P02GE188,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B6F,LEC,TF,18.6921,4.81,18.42,1.43,0.0,0.203
7GE097,7,General Electric Company,GE90-110 2005,GE90-110B1,DAC,TF,492.6,44.44,0.07,0.03,3.58,4.32
7GE097,7,General Electric Company,GE90-110 2005,GE90-110B1,DAC,TF,418.71000000000004,33.85,0.07,0.03,2.25,3.47
7GE097,7,General Electric Company,GE90-110 2005,GE90-110B1,DAC,TF,147.78,15.78,2.29,0.06,1.42,1.08
7GE097,7,General Electric Company,GE90-110 2005,GE90-110B1,DAC,TF,34.482000000000006,5.11,40.59,4.55,0.96,0.37
7GE098,7,General Electric Company,GE90-110 2005,GE90-113B,DAC,TF,504.9,47.74,0.08,0.03,3.88,4.53
7GE098,7,General Electric Company,GE90-110 2005,GE90-113B,DAC,TF,429.16499999999996,35.08,0.07,0.03,2.39,3.58
7GE098,7,General Electric Company,GE90-110 2005,GE90-113B,DAC,TF,151.47,16.2,2.11,0.06,1.44,1.11
7GE098,7,General Electric Company,GE90-110 2005,GE90-113B,DAC,TF,35.343,5.16,39.72,4.37,0.9,0.38
7GE099,7,General Electric Company,GE90-110 2005,GE90-115B,DAC,TF,513.9,50.34,0.08,0.04,4.1,4.69
7GE099,7,General Electric Company,GE90-110 2005,GE90-115B,DAC,TF,436.81499999999994,35.98,0.07,0.03,2.5,3.67
7GE099,7,General Electric Company,GE90-110 2005,GE90-115B,DAC,TF,154.17,16.5,1.98,0.06,1.45,1.13
7GE099,7,General Electric Company,GE90-110 2005,GE90-115B,DAC,TF,35.973,5.19,39.11,4.24,0.87,0.38
21GE183,21,General Electric Company,GE90-110 2020,GE90-113B,DAC,TF,504.9,48.351,0.126,0.031,3.2,4.43
21GE183,21,General Electric Company,GE90-110 2020,GE90-113B,DAC,TF,429.16499999999996,35.53,0.14,0.024,2.2,3.484
21GE183,21,General Electric Company,GE90-110 2020,GE90-113B,DAC,TF,151.47,15.9,2.295,0.05,1.58,1.054
21GE183,21,General Electric Company,GE90-110 2020,GE90-113B,DAC,TF,35.343,5.475,35.036,3.726,1.36,0.338
01P21GE216,21,General Electric Company,GE90-110 2020,GE90-110B1,DAC,TF,492.6,45.247,0.128,0.029,2.96,4.226
01P21GE216,21,General Electric Company,GE90-110 2020,GE90-110B1,DAC,TF,418.71000000000004,34.387,0.143,0.024,2.16,3.375
01P21GE216,21,General Electric Company,GE90-110 2020,GE90-110B1,DAC,TF,147.78,15.53,2.499,0.053,1.55,1.029
01P21GE216,21,General Electric Company,GE90-110 2020,GE90-110B1,DAC,TF,34.482000000000006,5.421,35.724,3.865,1.37,0.334
01P21GE217,21,General Electric Company,GE90-110 2020,GE90-115B,DAC,TF,513.9,51.068,0.125,0.032,3.38,4.6
01P21GE217,21,General Electric Company,GE90-110 2020,GE90-115B,DAC,TF,436.81499999999994,36.44,0.137,0.024,2.23,3.566
01P21GE217,21,General Electric Company,GE90-110 2020,GE90-115B,DAC,TF,154.17,16.166,2.16,0.048,1.6,1.073
01P21GE217,21,General Electric Company,GE90-110 2020,GE90-115B,DAC,TF,35.973,5.511,34.578,3.636,1.34,0.341
2GE052,2,General Electric Company,GE90 DAC I,GE90-76B,DAC I,TF,360.62,44.86,0.09,0.07,0.0,2.83
2GE052,2,General Electric Company,GE90 DAC I,GE90-76B,DAC I,TF,306.527,35.39,0.13,0.06,0.0,2.33
2GE052,2,General Electric Company,GE90 DAC I,GE90-76B,DAC I,TF,108.18599999999999,12.68,5.8,0.67,0.0,0.78
2GE052,2,General Electric Company,GE90 DAC I,GE90-76B,DAC I,TF,25.2434,5.88,40.35,3.42,9.9,0.3
3GE062,3,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,360.62,40.11,0.15,0.04,2.0,2.824
3GE062,3,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,306.527,31.59,0.17,0.04,1.8,2.311
3GE062,3,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,108.18599999999999,15.55,1.32,0.07,1.8,0.781
3GE062,3,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,25.2434,5.43,15.41,0.57,1.8,0.28
6GE087,6,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,360.6,40.41,0.12,0.04,2.8,2.781
6GE087,6,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,306.51,31.77,0.15,0.03,1.8,2.28
6GE087,6,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,108.18,15.09,1.58,0.06,2.9,0.763
6GE087,6,General Electric Company,GE90 DAC II,GE90-76B,DAC II,TF,25.242000000000004,5.64,15.66,0.52,2.5,0.267
9GE120,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,354.32,42.68,0.32,0.04,0.89,2.981
9GE120,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,301.17199999999997,33.82,0.33,0.03,0.82,2.435
9GE120,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,106.29599999999999,14.43,2.27,0.06,1.39,0.82
9GE120,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,24.802400000000002,5.01,34.99,3.37,1.59,0.292
9GE124,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,363.22,40.25,0.31,0.03,0.94,2.796
9GE124,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,308.737,32.43,0.32,0.03,0.82,2.281
9GE124,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,108.96600000000001,13.76,2.77,0.07,1.4,0.738
9GE124,9,General Electric Company,GE90 DAC PEC,GE90-76B,PEC,TF,25.425400000000003,5.1,34.12,3.21,1.56,0.258
3GE059,3,General Electric Company,GE90 DAC I,GE90-77B,DAC I,TF,363.42,45.53,0.09,0.07,0.0,2.84
3GE059,3,General Electric Company,GE90 DAC I,GE90-77B,DAC I,TF,308.907,35.68,0.13,0.06,0.0,2.32
3GE059,3,General Electric Company,GE90 DAC I,GE90-77B,DAC I,TF,109.026,12.46,6.39,0.8,0.0,0.77
3GE059,3,General Electric Company,GE90 DAC I,GE90-77B,DAC I,TF,25.439400000000003,5.73,43.32,3.83,9.8,0.3
3GE063,3,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,363.42,40.65,0.15,0.04,1.9,2.832
3GE063,3,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,308.907,31.89,0.17,0.04,1.8,2.332
3GE063,3,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,109.026,15.64,1.3,0.07,1.8,0.787
3GE063,3,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,25.439400000000003,5.45,15.26,0.56,1.8,0.281
6GE088,6,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,363.4,40.91,0.12,0.04,2.9,2.806
6GE088,6,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,308.89,32.09,0.15,0.03,1.8,2.301
6GE088,6,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,109.02,15.19,1.55,0.06,2.9,0.768
6GE088,6,General Electric Company,GE90 DAC II,GE90-77B,DAC II,TF,25.438000000000002,5.66,15.52,0.52,2.5,0.269
9GE121,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,357.07,43.15,0.32,0.04,0.94,2.992
9GE121,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,303.5095,34.16,0.33,0.03,0.82,2.443
9GE121,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,107.121,14.52,2.23,0.06,1.4,0.821
9GE121,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,24.9949,5.03,34.77,3.34,1.55,0.292
9GE125,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,366.75,40.83,0.31,0.03,1.02,2.83
9GE125,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,311.7375,32.78,0.32,0.03,0.82,2.309
9GE125,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,110.02499999999999,13.87,2.71,0.07,1.41,0.745
9GE125,9,General Electric Company,GE90 DAC PEC,GE90-77B,PEC,TF,25.672500000000003,5.12,33.81,3.16,1.51,0.26
2GE053,2,General Electric Company,GE90 DAC I,GE90-85B,DAC I,TF,395.31,52.01,0.08,0.08,0.0,3.19
2GE053,2,General Electric Company,GE90 DAC I,GE90-85B,DAC I,TF,336.01349999999996,40.27,0.12,0.07,0.0,2.6
2GE053,2,General Electric Company,GE90 DAC I,GE90-85B,DAC I,TF,118.59299999999999,10.3,25.35,1.52,0.0,0.85
2GE053,2,General Electric Company,GE90 DAC I,GE90-85B,DAC I,TF,27.6717,6.01,37.83,3.05,9.6,0.3
3GE064,3,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,395.31,47.28,0.15,0.04,1.8,3.169
3GE064,3,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,336.01349999999996,35.7,0.16,0.04,1.8,2.583
3GE064,3,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,118.59299999999999,16.73,1.1,0.07,1.8,0.852
3GE064,3,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,27.6717,5.69,13.67,0.45,1.8,0.292
6GE089,6,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,395.3,47.25,0.12,0.04,3.3,3.115
6GE089,6,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,336.005,36.17,0.13,0.03,2.4,2.55
6GE089,6,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,118.59,16.24,1.3,0.05,3.0,0.832
6GE089,6,General Electric Company,GE90 DAC II,GE90-85B,DAC II,TF,27.671000000000003,5.86,14.1,0.46,2.5,0.282
9GE122,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,388.4,46.77,0.32,0.04,1.68,3.182
9GE122,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,330.14,38.49,0.32,0.03,0.75,2.591
9GE122,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,116.51999999999998,15.56,1.79,0.06,1.35,0.851
9GE122,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,27.188000000000002,5.25,32.26,2.96,1.2,0.292
9GE126,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,397.21,45.54,0.3,0.04,1.73,3.131
9GE126,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,337.6285,36.35,0.31,0.03,0.74,2.553
9GE126,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,119.16299999999998,14.77,2.16,0.06,1.33,0.804
9GE126,9,General Electric Company,GE90 DAC PEC,GE90-85B,PEC,TF,27.8047,5.33,31.34,2.8,1.19,0.271
3GE060,3,General Electric Company,GE90 DAC I,GE90-90B,DAC I,TF,418.13,57.34,0.08,0.08,0.0,3.419
3GE060,3,General Electric Company,GE90 DAC I,GE90-90B,DAC I,TF,355.4105,43.92,0.11,0.07,0.0,2.756
3GE060,3,General Electric Company,GE90 DAC I,GE90-90B,DAC I,TF,125.439,10.62,23.48,1.34,0.0,0.884
3GE060,3,General Electric Company,GE90 DAC I,GE90-90B,DAC I,TF,29.2691,6.11,35.79,2.77,9.4,0.313
3GE065,3,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,418.13,53.21,0.15,0.04,2.0,3.414
3GE065,3,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,355.4105,39.13,0.15,0.04,1.8,2.772
3GE065,3,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,125.439,17.47,0.98,0.07,1.8,0.899
3GE065,3,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,29.2691,5.86,12.7,0.39,1.8,0.3
6GE090,6,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,418.1,52.48,0.12,0.04,3.6,3.348
6GE090,6,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,355.385,39.5,0.13,0.04,2.7,2.733
6GE090,6,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,125.43,16.94,1.16,0.05,3.2,0.878
6GE090,6,General Electric Company,GE90 DAC II,GE90-90B,DAC II,TF,29.267000000000003,6.0,13.21,0.43,2.5,0.291
9GE123,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,410.82,53.58,0.33,0.05,2.38,3.436
9GE123,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,349.197,41.82,0.32,0.04,0.81,2.784
9GE123,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,123.246,16.24,1.54,0.05,1.01,0.899
9GE123,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,28.7574,5.41,30.5,2.71,0.96,0.3
9GE127,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,419.25,49.21,0.3,0.04,2.42,3.38
9GE127,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,356.3625,39.07,0.31,0.03,0.82,2.735
9GE127,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,125.77499999999999,15.44,1.88,0.06,1.0,0.852
9GE127,9,General Electric Company,GE90 DAC PEC,GE90-90B,PEC,TF,29.347500000000004,5.48,29.89,2.59,0.95,0.28
3GE061,3,General Electric Company,GE90 DAC I,GE90-92B,DAC I,TF,426.72,59.56,0.08,0.09,0.0,3.523
3GE061,3,General Electric Company,GE90 DAC I,GE90-92B,DAC I,TF,362.712,45.41,0.1,0.07,0.0,2.83
3GE061,3,General Electric Company,GE90 DAC I,GE90-92B,DAC I,TF,128.016,10.89,21.87,1.17,0.0,0.902
3GE061,3,General Electric Company,GE90 DAC I,GE90-92B,DAC I,TF,29.870400000000004,6.17,34.7,2.64,9.3,0.316
3GE066,3,General Electric Company,GE90 DAC II,GE90-92B,DAC II,TF,426.72,55.9,0.15,0.04,2.1,3.515
3GE066,3,General Electric Company,GE90 DAC II,GE90-92B,DAC II,TF,362.712,40.51,0.15,0.04,1.8,2.844
3GE066,3,General Electric Company,GE90 DAC II,GE90-92B,DAC II,TF,128.016,17.74,0.94,0.07,1.8,0.917
3GE066,3,General Electric Company,GE90 DAC II,GE90-92B,DAC II,TF,29.870400000000004,5.92,12.35,0.37,1.8,0.304
8GE100,8,General Electric Company,,GE90-94B,DAC II,TF,432.8,56.41,0.12,0.04,3.7,3.514
8GE100,8,General Electric Company,,GE90-94B,DAC II,TF,367.88,41.74,0.12,0.04,2.9,2.848
8GE100,8,General Electric Company,,GE90-94B,DAC II,TF,129.84,17.38,1.07,0.05,3.2,0.908
8GE100,8,General Electric Company,,GE90-94B,DAC II,TF,30.296000000000003,6.09,12.69,0.41,2.5,0.296
9GE128,9,General Electric Company,GE90 DAC PEC,GE90-94B,PEC,TF,430.92,51.33,0.3,0.04,3.04,3.513
9GE128,9,General Electric Company,GE90 DAC PEC,GE90-94B,PEC,TF,366.282,40.63,0.31,0.03,1.01,2.831
9GE128,9,General Electric Company,GE90 DAC PEC,GE90-94B,PEC,TF,129.276,15.81,1.74,0.06,0.95,0.876
9GE128,9,General Electric Company,GE90 DAC PEC,GE90-94B,PEC,TF,30.164400000000004,5.55,29.23,2.49,0.81,0.284
11GE134,11,General Electric Company,GEnx-1B,GEnx-1B54,TAPS,TF,255.3,14.96,0.36,0.02,0.0,1.878
11GE134,11,General Electric Company,GEnx-1B,GEnx-1B54,TAPS,TF,217.005,9.18,1.55,0.02,0.0,1.553
11GE134,11,General Electric Company,GEnx-1B,GEnx-1B54,TAPS,TF,76.59,8.07,4.18,0.08,5.54,0.523
11GE134,11,General Electric Company,GEnx-1B,GEnx-1B54,TAPS,TF,17.871000000000002,3.98,26.1,1.34,0.05,0.184
11GE135,11,General Electric Company,GEnx-1B,GEnx-1B58,TAPS,TF,271.3,18.04,0.25,0.02,0.0,2.019
11GE135,11,General Electric Company,GEnx-1B,GEnx-1B58,TAPS,TF,230.605,11.02,0.87,0.02,0.0,1.667
11GE135,11,General Electric Company,GEnx-1B,GEnx-1B58,TAPS,TF,81.39,8.41,3.69,0.07,5.54,0.554
11GE135,11,General Electric Company,GEnx-1B,GEnx-1B58,TAPS,TF,18.991000000000003,4.08,24.31,1.11,0.05,0.19
11GE136,11,General Electric Company,GEnx-1B,GEnx-1B64,TAPS,TF,298.0,24.82,0.18,0.02,0.0,2.265
11GE136,11,General Electric Company,GEnx-1B,GEnx-1B64,TAPS,TF,253.29999999999998,14.61,0.38,0.02,0.0,1.861
11GE136,11,General Electric Company,GEnx-1B,GEnx-1B64,TAPS,TF,89.39999999999999,9.03,2.99,0.06,5.54,0.604
11GE136,11,General Electric Company,GEnx-1B,GEnx-1B64,TAPS,TF,20.860000000000003,4.24,21.62,0.81,0.05,0.199
11GE137,11,General Electric Company,GEnx-1B,GEnx-1B67,TAPS,TF,308.7,28.56,0.17,0.02,0.0,2.368
11GE137,11,General Electric Company,GEnx-1B,GEnx-1B67,TAPS,TF,262.395,16.26,0.3,0.02,0.0,1.94
11GE137,11,General Electric Company,GEnx-1B,GEnx-1B67,TAPS,TF,92.61,9.29,2.76,0.06,5.54,0.625
11GE137,11,General Electric Company,GEnx-1B,GEnx-1B67,TAPS,TF,21.609,4.3,20.7,0.72,0.05,0.203
11GE138,11,General Electric Company,GEnx-1B,GEnx-1B70,TAPS,TF,321.6,34.06,0.17,0.02,0.0,2.494
11GE138,11,General Electric Company,GEnx-1B,GEnx-1B70,TAPS,TF,273.36,18.48,0.24,0.02,0.0,2.037
11GE138,11,General Electric Company,GEnx-1B,GEnx-1B70,TAPS,TF,96.48,9.63,2.49,0.06,5.54,0.65
11GE138,11,General Electric Company,GEnx-1B,GEnx-1B70,TAPS,TF,22.512000000000004,4.37,19.68,0.63,0.05,0.208
11GE139,11,General Electric Company,GEnx-2B,GEnx-2B67,TAPS,TF,299.8,31.2,0.17,0.02,0.0,2.451
11GE139,11,General Electric Company,GEnx-2B,GEnx-2B67,TAPS,TF,254.83,17.94,0.28,0.02,0.0,2.012
11GE139,11,General Electric Company,GEnx-2B,GEnx-2B67,TAPS,TF,89.94,9.58,2.53,0.06,5.54,0.701
11GE139,11,General Electric Company,GEnx-2B,GEnx-2B67,TAPS,TF,20.986000000000004,4.43,18.95,0.57,0.05,0.216
12GE148,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B54/P1,TAPS,TF,255.3,15.72,0.34,0.02,0.0,1.893
12GE148,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B54/P1,TAPS,TF,217.005,9.71,1.43,0.02,0.0,1.569
12GE148,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B54/P1,TAPS,TF,76.59,8.13,4.09,0.08,1.7,0.536
12GE148,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B54/P1,TAPS,TF,17.871000000000002,4.11,23.61,1.02,0.01,0.195
12GE149,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B58/P1,TAPS,TF,271.3,18.86,0.24,0.02,0.0,2.033
12GE149,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B58/P1,TAPS,TF,230.605,11.67,0.8,0.02,0.0,1.683
12GE149,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B58/P1,TAPS,TF,81.39,8.48,3.6,0.07,2.6,0.567
12GE149,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B58/P1,TAPS,TF,18.991000000000003,4.22,21.97,0.84,0.0,0.2
12GE150,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B64/P1,TAPS,TF,298.0,25.74,0.18,0.02,0.0,2.278
12GE150,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B64/P1,TAPS,TF,253.29999999999998,15.36,0.36,0.02,0.0,1.876
12GE150,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B64/P1,TAPS,TF,89.39999999999999,9.11,2.91,0.06,4.3,0.618
12GE150,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B64/P1,TAPS,TF,20.860000000000003,4.37,19.73,0.64,0.04,0.21
12GE151,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B67/P1,TAPS,TF,308.7,29.34,0.18,0.02,0.0,2.38
12GE151,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B67/P1,TAPS,TF,262.395,17.04,0.29,0.02,0.0,1.954
12GE151,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B67/P1,TAPS,TF,92.61,9.39,2.68,0.06,5.0,0.639
12GE151,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B67/P1,TAPS,TF,21.609,4.43,18.94,0.58,0.1,0.214
12GE152,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B70/P1,TAPS,TF,321.6,34.61,0.17,0.02,0.0,2.505
